,Files Names,Theta Dev (rad),yDot Dev (m/s),ThetaDot Dev (rad/s)
0,penData_059218.csv,1.6902590908250312,1.2846895938714056,3.2272696416596833
1,penData_008312.csv,0.029547978241058814,1.9160085328937129,0.14071121302012535
2,penData_049888.csv,0.14345385463082572,2.4758627070349704,0.4524743147763888
3,penData_016233.csv,83.81461893902346,3.2053738731778907,5.838964458685993
4,penData_026509.csv,0.2352028602846974,0.18695370829357216,0.4805978193784193
5,penData_023568.csv,0.705038323000934,2.0957372585089615,2.9894647306447335
6,penData_039440.csv,0.06455729482091499,1.9977215299143012,0.15094755037910468
7,penData_038682.csv,5.180836032987355,1.2900793087819693,1.0159482806989872
8,penData_005307.csv,0.24367649303446326,1.4163603028156757,0.055830924041501806
9,penData_006271.csv,2.6153268436649126,0.06998493055971267,2.9655879504207174
10,penData_008609.csv,0.524790461467535,1.0978592953253496,1.8915371871257176
11,penData_056279.csv,0.4525841631344729,2.6390777252782414,0.7042309372858764
12,penData_053321.csv,0.33149289540384586,0.542640539404772,1.3454437771264995
13,penData_038866.csv,0.3967325017785521,2.095536026754642,1.2731875755130257
14,penData_018616.csv,88.54757641431755,2.559766514541735,2.5170819398303883
15,penData_027542.csv,7.84919161291045,4.850774491833249,2.238079446085059
16,penData_024898.csv,58.042677906504665,0.8075779718982687,4.43770113852856
17,penData_056788.csv,1.5993085856881126,1.7615239880533906,3.727541203313802
18,penData_040733.csv,0.13057824269906781,1.6202564782667537,0.8258694577670269
19,penData_045967.csv,132.2688794215147,6.716861570410401,4.824049024465985
20,penData_007912.csv,2.874514007445249,0.990027835753267,5.186755538776314
21,penData_001221.csv,0.48207461006530816,0.6359082643975285,0.13230173950573976
22,penData_031234.csv,3.6487973060779657,4.088610397945672,4.486732697737957
23,penData_037992.csv,0.09570306975888965,1.3540607324740677,0.07928861489801853
24,penData_053729.csv,0.37563781146642367,0.8525855248651624,1.269071063343444
25,penData_049055.csv,0.23716474879079558,2.3369796720888587,3.1396749295046007
26,penData_043859.csv,0.6021369186869288,1.3132437320617782,1.1958604572098723
27,penData_046412.csv,3.5599508167002982,1.2551774406203435,3.6208641820567937
28,penData_050040.csv,0.04886722086113382,1.4215258527983679,0.045104028194546036
29,penData_034442.csv,103.275052613983,6.433809987470852,7.72355891544089
30,penData_034743.csv,4.134855340217908,2.3056229156629726,1.4795902793477667
31,penData_000426.csv,166.9575374326292,14.737973520748326,21.95298221164041
32,penData_021707.csv,4.5518640092373674,4.643328009088862,3.733616728210688
33,penData_007092.csv,126.82838858950223,5.045740967466173,2.5076770830596993
34,penData_050194.csv,9.459281924080967,5.174424675491878,2.4756304865419585
35,penData_042085.csv,0.3910023050604261,2.7540511951643225,0.19644642050991346
36,penData_008678.csv,130.18689876126703,5.00197750176477,4.56081811484818
37,penData_008568.csv,202.3549975385128,6.692763834831169,21.69338058183547
38,penData_026820.csv,0.04312340363187106,1.9887741064485027,0.07009385624661768
39,penData_005802.csv,2.7872421646089824,1.2854143742605402,2.9676638549301284
40,penData_018026.csv,0.0041381497955566005,1.114584453094949,0.04431427096520148
41,penData_003025.csv,0.101453898199515,2.3865744015656105,2.5062777894328203
42,penData_056187.csv,0.7782718496928456,2.4322814768094076,4.060737225811927
43,penData_047602.csv,1.7440440581487202,0.010761482088582852,4.552840512072715
44,penData_028475.csv,0.8317265365305389,1.8215214735213863,1.0701361597856853
45,penData_057773.csv,0.6019586096137819,0.8046512340870322,1.2359961356802742
46,penData_053060.csv,0.29668122686467413,3.2027009980520234,7.688399072228757
47,penData_019336.csv,0.28049231156453813,1.4951649046129774,0.26544574798781706
48,penData_004179.csv,0.49531552970599657,1.687186313977577,4.295598418078216
49,penData_026481.csv,0.24623912459363417,1.9410964370128454,0.1944454349914595
50,penData_033001.csv,0.3619251155038854,0.7918513006968624,2.0713475100255714
51,penData_046416.csv,0.6892418169964749,2.2099660491877273,3.7256902522999775
52,penData_003557.csv,0.12264952894539216,1.2830654892749749,0.9443135083992451
53,penData_023282.csv,1.2547076479978747,1.845515121079643,1.8253940519445013
54,penData_049822.csv,1.281266602762095,2.191590787826044,1.1575221907321045
55,penData_049991.csv,0.12014348238644823,2.0133599173811803,0.19781278478777753
56,penData_048614.csv,0.3230231471641245,1.3269298621916477,1.9639356739473426
57,penData_011196.csv,0.9308613024847769,0.9831469788450988,1.5215687263272155
58,penData_024320.csv,0.9873980144616534,2.159228388711597,1.0235989980924076
59,penData_035863.csv,0.02874698843646062,2.446558327827404,0.18859415389838263
60,penData_034443.csv,1.938420338503899,3.962923827210318,4.142258567906004
61,penData_018265.csv,0.25304984468059644,1.4261773505272686,0.28394876083542553
62,penData_044607.csv,146.80217360287654,7.284455522937833,1.6121429821440412
63,penData_002125.csv,0.19270327503151696,0.13276567558642682,0.3811964343415517
64,penData_055547.csv,0.023068368400075645,0.05732472470089078,1.0849112104573173
65,penData_025983.csv,0.6632124993640667,0.8800162273924457,1.9188056159400122
66,penData_043965.csv,4.328728403669614,1.2984418378382259,3.6885653400814684
67,penData_046773.csv,0.16891398756379417,1.4906915800155502,0.5654242152357245
68,penData_051465.csv,0.05454680983217575,2.974438354775117,0.14586200557232926
69,penData_042093.csv,0.2714862793223207,2.2029075463053687,1.3846933042891783
70,penData_001248.csv,0.4085033615248497,2.02107095535888,7.999217861449257
71,penData_017731.csv,0.03620685633433163,2.1889304771897855,1.2345779348898307
72,penData_029887.csv,0.6444485263683046,1.1384030711130038,1.2020928771262653
73,penData_006463.csv,2.4274364792429535,3.7102044587898035,0.8696454661544459
74,penData_055987.csv,0.04097037831350425,1.7274767673440579,0.8261488830433839
75,penData_000200.csv,0.05583537612370382,1.0753223692525467,0.6889360717744597
76,penData_045485.csv,99.6970923609703,2.5805717719562153,4.958170792475381
77,penData_006902.csv,2.1247426022571796,3.5423722677476235,8.996635285320412
78,penData_032208.csv,0.0976586292167112,1.7974104084589726,0.01090259978519914
79,penData_027461.csv,0.3099881568139131,1.1960705643500305,1.472807939336387
80,penData_042660.csv,0.2760100153720799,1.8132926564119316,0.0894198071944926
81,penData_051312.csv,0.09907858605928688,1.5231578958052978,0.3303476974420905
82,penData_031961.csv,0.04895394631221883,1.4670888640235944,0.5051651199978188
83,penData_018376.csv,0.031131121008829865,1.9209155006552265,0.6819006092613413
84,penData_056598.csv,0.28202399244054455,1.284162890002733,0.07796352453488753
85,penData_041160.csv,100.3198772397452,4.855118170844776,5.738384182382368
86,penData_008780.csv,0.1493626610783232,1.912374653614278,0.6510202353408073
87,penData_052882.csv,0.1906966187546435,1.5296238461377243,0.07236239287521307
88,penData_041274.csv,1.0802628415477054,1.8837324746995137,2.0298682518482036
89,penData_020866.csv,41.880799292013606,3.299889225610798,6.2902380479026085
90,penData_053052.csv,1.0220994544845001,2.260327515128722,6.404799637966765
91,penData_051274.csv,0.3464788264806651,1.7423326130836436,1.4233122254767339
92,penData_048478.csv,0.6465661655515151,2.5811129406265536,0.47224363732989083
93,penData_004005.csv,2.532839592407922,4.242563586040404,2.100562887501625
94,penData_054456.csv,0.07266018081973191,0.6001232850185261,1.2532768146056168
95,penData_014709.csv,0.13473347431424276,1.2858012202367064,1.135175345661875
96,penData_023495.csv,0.3604847550407404,2.5422610585511904,2.876514080528015
97,penData_025761.csv,105.057296185495,3.400286699582608,5.158167793303361
98,penData_005706.csv,1.6956582929756818,1.4902482341801715,6.646195701028433
99,penData_056395.csv,2.4172779546798977,2.3617813370451017,3.0985960263220225
100,penData_023334.csv,2.345954764238148,4.59293409519006,0.31250003338156906
101,penData_054083.csv,0.13819609498621843,1.434746816170673,0.686201344495633
102,penData_004664.csv,42.672297881442276,3.1111693724457155,3.374249660259075
103,penData_040749.csv,0.11050142720820766,1.3089573551151261,0.6879359022936952
104,penData_037534.csv,0.5608884045801164,2.7790822010134946,1.8170368782985502
105,penData_021013.csv,1.5937247094717213,0.8352915552464424,1.2482315071223382
106,penData_038635.csv,0.14394589034165506,2.2937915077683897,10.607517573681944
107,penData_056688.csv,1.2852629966399096,3.170810160227404,4.7190810941428385
108,penData_044131.csv,2.229798513291635,3.1271925803413865,3.4835993119616755
109,penData_004037.csv,0.1527626552105028,2.608653127183743,1.6730011595045327
110,penData_034277.csv,0.05500977975786725,1.3460423971142745,0.15912158319741598
111,penData_053191.csv,0.015052907272546712,1.2954315041507272,0.5920435116583714
112,penData_035717.csv,1.7113092971250279,4.483178081988058,3.857254809310735
113,penData_032677.csv,93.99284181809995,4.3729735675385655,10.180910896005685
114,penData_012804.csv,0.031366553717331325,1.53198570550731,0.16678866082503552
115,penData_008020.csv,8.138072301608107,3.1570386204965644,1.4547235626430952
116,penData_043884.csv,0.09003508590364051,1.5410341901441598,1.6651907190660993
117,penData_012639.csv,0.39846571513742113,2.712445456044577,0.6042916647200154
118,penData_024310.csv,0.012786295899612998,2.2706292175515665,0.04890024013190564
119,penData_035392.csv,0.02889849140464129,1.3168875352044438,0.35864767622370464
120,penData_050582.csv,59.13876868505484,1.7183130154386959,7.0903060594476095
121,penData_015581.csv,3.729607010052303,3.8578593520874165,2.714525534427091
122,penData_017939.csv,0.06371845919281016,1.6061281737002417,0.7578618009490699
123,penData_036982.csv,0.5986563476770872,1.2913737030356174,0.406881995804254
124,penData_047131.csv,1.0168286564962228,0.2123952313988866,1.5689701386662045
125,penData_016807.csv,0.20579070602070626,0.43133340532614284,1.2839213038059274
126,penData_002312.csv,2.3225750794006936,3.000505175037091,3.0920260596724765
127,penData_014273.csv,133.25774070285638,5.997997323353843,4.867558393500124
128,penData_015218.csv,0.13921763730098657,2.157519027178978,1.9337950894035867
129,penData_027171.csv,0.09404964355021983,1.1723641352111258,0.4067861939814674
130,penData_053352.csv,4.671115531496783,4.25939519280962,0.17980049730277103
131,penData_040126.csv,3.065018075965109,2.4673313619704906,5.770660634545663
132,penData_017128.csv,0.126574373370548,0.5337700704559438,0.6726509814773938
133,penData_044597.csv,0.8789491868322106,3.3557770686388153,6.1164549382747
134,penData_011673.csv,2.19467298616002,4.343751777036914,2.5008920859770267
135,penData_008291.csv,0.4183979553145507,2.7246194422771737,1.877115060045166
136,penData_022615.csv,9.50959063935277,4.496578598017322,5.912685412551353
137,penData_025104.csv,0.12053440431256401,1.695076732377629,0.29914401453691175
138,penData_021504.csv,1.5615872983301107,0.19956519295072894,3.9069255991183685
139,penData_039874.csv,0.08978996860838562,1.5235932196554884,0.16547070254053353
140,penData_047124.csv,126.37158611471529,5.399573604492957,2.478560494729813
141,penData_037763.csv,0.5417855365245545,2.5166760342556245,2.2306882053365515
142,penData_027861.csv,1.3348319949605716,2.2280875250879433,2.330705276800007
143,penData_050068.csv,0.8661830894176465,0.78408284183962,1.763929217206738
144,penData_016514.csv,0.7234738339539424,3.436073838176384,2.4111692497777395
145,penData_038610.csv,0.03973574423860238,0.44170304263627713,0.7346667138283349
146,penData_042787.csv,0.537589094445814,1.4450701209018746,1.4633545952121572
147,penData_009547.csv,0.23920599984652036,2.4597995824534555,0.6082742668338674
148,penData_044657.csv,1.3652674536435754,3.1183815683324383,2.1201688595167867
149,penData_009970.csv,6.963113476666732,4.09463548788591,1.6397168125844508
150,penData_059447.csv,105.57722674722,3.5818788405558735,5.545329907554643
151,penData_051422.csv,0.07616513354710364,1.3463820838089688,0.9334177244491374
152,penData_012837.csv,0.07847988531662287,1.2688907987155744,0.09891249944678515
153,penData_039554.csv,0.18343852144766437,1.4144179925710318,0.476703069192823
154,penData_018683.csv,0.5819202669206665,1.3097070956368952,2.0462590155343365
155,penData_054391.csv,1.2396250424801716,2.2182981294277013,4.1259795993721715
156,penData_050826.csv,0.8068341440307307,1.1508839205622223,0.552580985627583
157,penData_042208.csv,0.004030386593425028,1.3206060815954856,0.001394558184970373
158,penData_038350.csv,111.587447348695,4.827490917911064,9.517064961710268
159,penData_037201.csv,0.07135332496605606,1.806927794358245,0.6377600640940104
160,penData_046237.csv,0.07843401293232932,1.1199872776571738,2.3529294831433596
161,penData_038663.csv,0.8675655589949902,1.6008453274697985,0.8519929088650189
162,penData_010582.csv,0.1657760680069491,0.4917268245753803,1.0335959814965887
163,penData_023536.csv,0.42507892875253384,1.3993952843688362,2.984541487193225
164,penData_021119.csv,0.09988811501403427,0.8046349512886195,1.643425992671183
165,penData_031287.csv,44.56501314498961,2.9438296749040056,5.475389525495921
166,penData_024457.csv,6.169456427832135,0.9203448288434402,1.268830011020852
167,penData_053895.csv,0.11281762038788745,2.221845681994436,0.1161645734763636
168,penData_005584.csv,0.3532211147697293,0.8339917522937981,1.2605314114956316
169,penData_024896.csv,0.5236644719353922,2.4337802600842195,1.113000069667355
170,penData_015310.csv,0.7288430471439762,2.2554598928855967,3.120115815645279
171,penData_005152.csv,0.17303917141864433,1.514282562551955,0.5048975549371855
172,penData_058374.csv,209.8712365190026,5.861308280193327,28.25211705694069
173,penData_020846.csv,0.38017042084114916,0.5941468183276015,0.9207758130224462
174,penData_022904.csv,4.2013347468551165,3.8864980452929103,1.7817604141082732
175,penData_052203.csv,1.862559206453772,2.608351285929075,0.8427504966513091
